ORDERID;CUSTOMERID;PRODUCTID;QUANTITY;ORDERDATE;PRODUCTID;PRODUCTNAME;PRICE
3103;1209;2015;8;2024/05/28;2015;Product_2015;214
3104;1298;2138;2;2024/09/26;2138;Product_2138;1203
3105;1087;2057;9;2024/09/18;2057;Product_2057;1152
3106;1134;2098;2;2024/04/17;2098;Product_2098;1617
3107;1123;2195;4;2023/11/22;2195;Product_2195;1015
3108;1035;2048;6;2024/08/18;2048;Product_2048;1270
3109;1228;2035;1;2023/07/28;2035;Product_2035;1051
3110;1166;2083;7;2023/02/07;2083;Product_2083;1040
3111;1249;2039;9;2023/04/25;2039;Product_2039;237
3112;1209;2021;2;2024/08/19;2021;Product_2021;657
3113;1206;2048;1;2024/11/17;2048;Product_2048;1270
3114;1275;2081;10;2024/08/01;2081;Product_2081;1421
3115;1099;2181;7;2023/02/22;2181;Product_2181;244
3116;1060;2022;8;2023/01/09;2022;Product_2022;1587
3117;1021;2182;4;2023/06/21;2182;Product_2182;991
3118;1005;2147;8;2023/07/26;2147;Product_2147;1374
3119;1179;2129;2;2024/06/24;2129;Product_2129;1770
3120;1088;2125;7;2024/10/25;2125;Product_2125;1552
3121;1360;2003;5;2023/02/25;2003;Product_2003;1398
3122;1178;2064;9;2023/01/23;2064;Product_2064;742
3123;1047;2151;2;2023/01/18;2151;Product_2151;418
3124;1035;2088;10;2024/01/16;2088;Product_2088;201
3125;1069;2197;2;2025/01/16;2197;Product_2197;1222
3126;1241;2185;4;2024/05/10;2185;Product_2185;791
3127;1247;2056;3;2024/08/06;2056;Product_2056;1158
3128;1391;2058;3;2023/09/06;2058;Product_2058;1767
3129;1335;2005;9;2024/10/12;2005;Product_2005;1146
3130;1023;2051;6;2024/01/23;2051;Product_2051;529
3131;1116;2047;1;2023/07/04;2047;Product_2047;255
3132;1094;2143;3;2023/05/30;2143;Product_2143;1956
3133;1284;2122;5;2024/06/21;2122;Product_2122;216
3134;1308;2085;8;2023/05/30;2085;Product_2085;574
3135;1205;2155;10;2024/07/29;2155;Product_2155;1792
3136;1297;2191;4;2023/05/11;2191;Product_2191;609
3137;1386;2012;2;2023/02/13;2012;Product_2012;129
3138;1388;2095;7;2024/12/28;2095;Product_2095;1627
3139;1335;2112;1;2024/01/27;2112;Product_2112;1937
3140;1219;2183;9;2024/11/19;2183;Product_2183;215
3141;1250;2056;10;2024/04/26;2056;Product_2056;1158
3142;1066;2124;5;2024/03/17;2124;Product_2124;1315
3143;1214;2099;8;2024/06/07;2099;Product_2099;1674
3144;1089;2042;9;2024/04/11;2042;Product_2042;202
3145;1316;2082;2;2025/02/07;2082;Product_2082;500
3146;1286;2141;6;2024/09/06;2141;Product_2141;1599
3147;1341;2145;6;2023/07/31;2145;Product_2145;1337
3148;1363;2107;5;2024/12/22;2107;Product_2107;21
3149;1205;2014;4;2023/10/12;2014;Product_2014;522
3150;1093;2173;2;2023/11/10;2173;Product_2173;1750
3151;1120;2111;5;2023/09/08;2111;Product_2111;313
3152;1075;2033;9;2024/02/11;2033;Product_2033;1854
3153;1082;2026;2;2023/04/19;2026;Product_2026;1299
3154;1015;2078;3;2023/10/10;2078;Product_2078;333
3155;1174;2024;6;2024/05/11;2024;Product_2024;1290
3156;1240;2158;6;2024/11/16;2158;Product_2158;1690
3157;1307;2165;3;2024/05/26;2165;Product_2165;733
3158;1149;2016;9;2024/12/29;2016;Product_2016;1105
3159;1099;2110;7;2024/05/31;2110;Product_2110;1017
3160;1006;2043;7;2023/08/03;2043;Product_2043;1947
3161;1072;2062;6;2023/01/11;2062;Product_2062;1837
3162;1084;2184;1;2024/11/28;2184;Product_2184;1565
3163;1341;2200;5;2023/04/16;2200;Product_2200;330
3164;1115;2147;6;2024/09/01;2147;Product_2147;1374
3165;1395;2121;1;2023/06/22;2121;Product_2121;397
3166;1077;2121;1;2023/07/31;2121;Product_2121;397
3167;1269;2147;8;2024/12/29;2147;Product_2147;1374
3168;1225;2188;9;2024/08/16;2188;Product_2188;861
3169;1348;2157;2;2023/03/31;2157;Product_2157;654
3170;1122;2130;3;2024/08/12;2130;Product_2130;1193
3171;1155;2145;6;2024/11/02;2145;Product_2145;1337
3172;1097;2192;3;2023/03/03;2192;Product_2192;868
3173;1148;2064;7;2024/04/19;2064;Product_2064;742
3174;1327;2032;2;2023/04/07;2032;Product_2032;754
3175;1270;2079;2;2024/01/12;2079;Product_2079;705
3176;1276;2036;2;2024/11/27;2036;Product_2036;1641
3177;1012;2145;10;2023/09/05;2145;Product_2145;1337
3178;1003;2035;6;2023/03/25;2035;Product_2035;1051
3179;1181;2176;2;2023/11/10;2176;Product_2176;1407
3180;1089;2109;1;2024/06/15;2109;Product_2109;1382
3181;1011;2135;10;2025/01/13;2135;Product_2135;1815
3182;1047;2078;10;2024/11/13;2078;Product_2078;333
3183;1252;2110;5;2024/06/15;2110;Product_2110;1017
3184;1285;2004;4;2024/09/26;2004;Product_2004;1996
3185;1292;2142;6;2024/11/28;2142;Product_2142;634
3186;1241;2097;2;2024/09/23;2097;Product_2097;521
3187;1146;2054;9;2023/01/16;2054;Product_2054;620
3188;1398;2010;10;2023/04/21;2010;Product_2010;1864
3189;1032;2131;6;2024/12/20;2131;Product_2131;784
3190;1229;2133;3;2023/01/20;2133;Product_2133;75
3191;1043;2092;10;2024/06/12;2092;Product_2092;1034
3192;1146;2200;8;2023/11/10;2200;Product_2200;330
3193;1288;2117;6;2023/04/05;2117;Product_2117;1427
3194;1069;2087;3;2023/05/30;2087;Product_2087;767
3195;1393;2084;3;2024/12/13;2084;Product_2084;1179
3196;1191;2033;9;2025/02/03;2033;Product_2033;1854
3197;1353;2145;2;2024/01/27;2145;Product_2145;1337
3198;1024;2063;8;2024/06/20;2063;Product_2063;794
3199;1380;2015;1;2023/10/15;2015;Product_2015;214
3200;1024;2111;10;2024/10/30;2111;Product_2111;313
3201;1163;2052;2;2024/01/25;2052;Product_2052;1691
3202;1172;2099;1;2024/05/16;2099;Product_2099;1674
3203;1184;2152;1;2024/03/05;2152;Product_2152;251
3204;1196;2163;9;2024/04/08;2163;Product_2163;85
3205;1357;2088;1;2023/08/26;2088;Product_2088;201
3206;1104;2038;8;2024/09/25;2038;Product_2038;140
3207;1214;2183;7;2023/06/07;2183;Product_2183;215
3208;1319;2200;5;2023/11/13;2200;Product_2200;330
3209;1299;2075;6;2024/07/12;2075;Product_2075;667
3210;1125;2068;1;2023/10/18;2068;Product_2068;1395
3211;1097;2118;1;2024/02/06;2118;Product_2118;328
3212;1319;2121;6;2023/02/25;2121;Product_2121;397
3213;1174;2082;1;2024/08/14;2082;Product_2082;500
3214;1069;2136;6;2024/08/04;2136;Product_2136;887
3215;1005;2143;3;2024/12/28;2143;Product_2143;1956
3216;1352;2158;9;2023/10/30;2158;Product_2158;1690
3217;1010;2053;10;2023/10/24;2053;Product_2053;1746
3218;1032;2009;1;2023/08/15;2009;Product_2009;342
3219;1212;2030;3;2024/12/04;2030;Product_2030;225
3220;1130;2068;4;2024/10/24;2068;Product_2068;1395
3221;1304;2108;1;2023/03/05;2108;Product_2108;318
3222;1148;2162;1;2023/12/28;2162;Product_2162;978
3223;1033;2095;7;2025/02/15;2095;Product_2095;1627
3224;1045;2144;4;2023/05/25;2144;Product_2144;1284
3225;1206;2196;7;2023/04/21;2196;Product_2196;826
3226;1245;2115;9;2023/05/01;2115;Product_2115;1585
3227;1099;2100;1;2024/08/13;2100;Product_2100;1995
3228;1203;2056;1;2023/06/20;2056;Product_2056;1158
3229;1168;2144;2;2023/01/26;2144;Product_2144;1284
3230;1196;2172;3;2024/10/15;2172;Product_2172;445
3231;1094;2088;6;2023/06/20;2088;Product_2088;201
3232;1391;2017;1;2024/05/05;2017;Product_2017;1688
3233;1198;2075;10;2024/09/02;2075;Product_2075;667
3234;1049;2170;10;2025/02/04;2170;Product_2170;1145
3235;1135;2080;2;2025/01/12;2080;Product_2080;707
3236;1083;2099;6;2023/11/28;2099;Product_2099;1674
3237;1148;2076;4;2023/11/23;2076;Product_2076;861
3238;1328;2015;9;2024/10/15;2015;Product_2015;214
3239;1357;2058;5;2024/08/06;2058;Product_2058;1767
3240;1307;2020;3;2024/07/07;2020;Product_2020;311
3241;1184;2030;2;2023/07/25;2030;Product_2030;225
3242;1358;2194;6;2024/04/04;2194;Product_2194;1907
3243;1182;2129;2;2024/11/08;2129;Product_2129;1770
3244;1208;2076;7;2023/08/04;2076;Product_2076;861
3245;1374;2159;5;2023/11/17;2159;Product_2159;582
3246;1203;2113;6;2023/09/05;2113;Product_2113;458
3247;1392;2057;5;2024/11/25;2057;Product_2057;1152
3248;1064;2056;7;2024/07/19;2056;Product_2056;1158
3249;1079;2170;1;2023/08/09;2170;Product_2170;1145
3250;1170;2029;2;2023/10/22;2029;Product_2029;964
3251;1061;2080;6;2024/08/07;2080;Product_2080;707
3252;1029;2195;5;2024/10/21;2195;Product_2195;1015
3253;1343;2177;3;2024/08/03;2177;Product_2177;1766
3254;1342;2095;10;2024/02/03;2095;Product_2095;1627
3255;1005;2155;8;2024/12/23;2155;Product_2155;1792
3256;1263;2022;2;2023/07/01;2022;Product_2022;1587
3257;1198;2200;6;2025/01/02;2200;Product_2200;330
3258;1007;2160;2;2023/08/02;2160;Product_2160;413
3259;1379;2055;8;2023/11/22;2055;Product_2055;834
3260;1236;2170;10;2025/02/06;2170;Product_2170;1145
3261;1326;2089;3;2024/01/08;2089;Product_2089;1466
3262;1322;2115;4;2024/08/07;2115;Product_2115;1585
3263;1183;2014;9;2023/06/12;2014;Product_2014;522
3264;1390;2155;2;2023/08/01;2155;Product_2155;1792
3265;1297;2023;7;2024/02/10;2023;Product_2023;1465
3266;1325;2107;4;2023/07/25;2107;Product_2107;21
3267;1258;2090;9;2024/07/22;2090;Product_2090;1662
3268;1002;2039;7;2024/01/18;2039;Product_2039;237
3269;1002;2058;9;2024/06/07;2058;Product_2058;1767
3270;1032;2114;6;2024/03/08;2114;Product_2114;986
3271;1180;2152;6;2023/12/19;2152;Product_2152;251
3272;1343;2198;4;2025/01/19;2198;Product_2198;554
3273;1233;2061;10;2025/02/07;2061;Product_2061;1595
3274;1115;2189;1;2023/08/17;2189;Product_2189;1620
3275;1198;2190;6;2023/09/23;2190;Product_2190;1755
3276;1341;2023;9;2024/10/19;2023;Product_2023;1465
3277;1093;2098;5;2023/03/27;2098;Product_2098;1617
3278;1085;2115;5;2024/06/22;2115;Product_2115;1585
3279;1147;2086;7;2024/10/21;2086;Product_2086;1796
3280;1036;2154;2;2024/02/23;2154;Product_2154;1195
3281;1042;2108;2;2024/02/29;2108;Product_2108;318
3282;1157;2083;10;2024/11/04;2083;Product_2083;1040
3283;1121;2184;10;2024/03/31;2184;Product_2184;1565
3284;1131;2133;4;2025/01/03;2133;Product_2133;75
3285;1293;2060;5;2023/09/05;2060;Product_2060;103
3286;1342;2083;5;2023/01/12;2083;Product_2083;1040
3287;1383;2122;3;2025/01/13;2122;Product_2122;216
3288;1053;2025;4;2023/04/24;2025;Product_2025;941
3289;1063;2037;9;2024/08/14;2037;Product_2037;1351
3290;1027;2009;2;2024/12/26;2009;Product_2009;342
3291;1235;2013;2;2023/02/18;2013;Product_2013;1186
3292;1254;2136;8;2024/05/22;2136;Product_2136;887
3293;1113;2182;10;2024/08/27;2182;Product_2182;991
3294;1194;2075;7;2024/08/03;2075;Product_2075;667
3295;1323;2126;3;2024/09/21;2126;Product_2126;919
3296;1391;2081;4;2023/04/09;2081;Product_2081;1421
3297;1236;2045;10;2023/04/11;2045;Product_2045;207
3298;1384;2102;3;2023/10/09;2102;Product_2102;252
3299;1041;2110;3;2024/10/30;2110;Product_2110;1017
3300;1215;2027;8;2024/08/05;2027;Product_2027;825
3301;1326;2182;2;2023/12/31;2182;Product_2182;991
3302;1315;2197;1;2023/05/30;2197;Product_2197;1222
3303;1100;2200;4;2023/12/29;2200;Product_2200;330
3304;1180;2103;2;2024/10/05;2103;Product_2103;1029
3305;1242;2016;7;2024/01/08;2016;Product_2016;1105
3306;1350;2133;10;2023/10/13;2133;Product_2133;75
3307;1191;2001;9;2023/10/15;2001;Product_2001;833
3308;1037;2026;10;2024/05/20;2026;Product_2026;1299
3309;1027;2119;3;2025/01/12;2119;Product_2119;541
3310;1354;2193;2;2023/09/06;2193;Product_2193;1281
3311;1059;2189;7;2023/09/20;2189;Product_2189;1620
3312;1219;2042;10;2023/04/01;2042;Product_2042;202
3313;1238;2044;5;2023/11/29;2044;Product_2044;148
3314;1227;2025;2;2023/12/18;2025;Product_2025;941
3315;1249;2085;4;2024/07/29;2085;Product_2085;574
3316;1010;2162;5;2023/11/21;2162;Product_2162;978
3317;1368;2175;8;2024/03/24;2175;Product_2175;44
3318;1003;2144;10;2024/10/17;2144;Product_2144;1284
3319;1284;2047;5;2023/06/19;2047;Product_2047;255
3320;1187;2069;3;2024/11/18;2069;Product_2069;597
3321;1051;2124;1;2023/12/04;2124;Product_2124;1315
3322;1274;2066;10;2023/03/25;2066;Product_2066;1664
3323;1232;2097;2;2024/03/11;2097;Product_2097;521
3324;1273;2126;10;2024/02/08;2126;Product_2126;919
3325;1045;2197;8;2024/08/19;2197;Product_2197;1222
3326;1392;2023;9;2024/05/13;2023;Product_2023;1465
3327;1359;2163;2;2023/05/20;2163;Product_2163;85
3328;1137;2147;1;2024/09/25;2147;Product_2147;1374
3329;1135;2079;10;2023/12/06;2079;Product_2079;705
3330;1273;2109;9;2023/06/08;2109;Product_2109;1382
3331;1013;2029;4;2023/02/07;2029;Product_2029;964
3332;1174;2158;1;2024/10/25;2158;Product_2158;1690
3333;1085;2141;6;2023/05/27;2141;Product_2141;1599
3334;1230;2104;3;2024/06/22;2104;Product_2104;1680
3335;1021;2178;3;2023/07/20;2178;Product_2178;1426
3336;1231;2125;7;2024/02/12;2125;Product_2125;1552
3337;1101;2183;2;2024/07/01;2183;Product_2183;215
3338;1308;2038;3;2025/01/29;2038;Product_2038;140
3339;1102;2087;9;2024/08/07;2087;Product_2087;767
3340;1265;2087;10;2024/05/11;2087;Product_2087;767
3341;1128;2010;3;2025/02/12;2010;Product_2010;1864
3342;1185;2166;7;2025/01/07;2166;Product_2166;1607
3343;1396;2135;9;2023/10/22;2135;Product_2135;1815
3344;1074;2105;9;2023/12/22;2105;Product_2105;1284
3345;1223;2079;10;2024/11/25;2079;Product_2079;705
3346;1267;2066;6;2024/06/12;2066;Product_2066;1664
3347;1367;2032;7;2023/12/27;2032;Product_2032;754
3348;1391;2016;5;2025/01/16;2016;Product_2016;1105
3349;1228;2112;6;2024/10/13;2112;Product_2112;1937
3350;1294;2159;6;2024/03/21;2159;Product_2159;582
3351;1309;2166;2;2024/09/13;2166;Product_2166;1607
3352;1324;2065;2;2023/02/14;2065;Product_2065;13
3353;1230;2024;10;2024/11/21;2024;Product_2024;1290
3354;1284;2076;3;2023/08/18;2076;Product_2076;861
3355;1321;2030;6;2023/03/31;2030;Product_2030;225
3356;1111;2124;4;2024/05/23;2124;Product_2124;1315
3357;1097;2173;4;2023/08/04;2173;Product_2173;1750
3358;1364;2120;7;2025/02/13;2120;Product_2120;59
3359;1028;2174;8;2023/01/18;2174;Product_2174;244
3360;1337;2067;2;2023/09/04;2067;Product_2067;832
3361;1311;2176;6;2023/06/02;2176;Product_2176;1407
3362;1163;2134;3;2023/01/28;2134;Product_2134;686
3363;1084;2115;8;2024/11/10;2115;Product_2115;1585
3364;1032;2090;3;2023/05/18;2090;Product_2090;1662
3365;1355;2153;9;2023/12/05;2153;Product_2153;656
3366;1330;2120;9;2024/02/28;2120;Product_2120;59
3367;1346;2115;2;2024/06/20;2115;Product_2115;1585
3368;1072;2119;10;2024/02/22;2119;Product_2119;541
3369;1193;2018;6;2024/01/17;2018;Product_2018;1164
3370;1333;2135;10;2024/09/28;2135;Product_2135;1815
3371;1169;2098;6;2023/07/30;2098;Product_2098;1617
3372;1156;2137;5;2024/12/29;2137;Product_2137;704
3373;1068;2002;2;2024/03/30;2002;Product_2002;1558
3374;1102;2146;2;2024/08/19;2146;Product_2146;1074
3375;1092;2023;6;2024/07/12;2023;Product_2023;1465
3376;1250;2032;6;2024/08/18;2032;Product_2032;754
3377;1181;2183;5;2024/02/24;2183;Product_2183;215
3378;1384;2125;9;2024/01/06;2125;Product_2125;1552
3379;1226;2057;10;2025/03/01;2057;Product_2057;1152
3380;1183;2099;2;2024/09/23;2099;Product_2099;1674
3381;1336;2016;8;2024/12/30;2016;Product_2016;1105
3382;1212;2191;4;2024/08/12;2191;Product_2191;609
3383;1297;2102;3;2024/01/04;2102;Product_2102;252
3384;1233;2153;9;2024/08/26;2153;Product_2153;656
3385;1050;2045;3;2024/12/14;2045;Product_2045;207
3386;1363;2012;3;2024/11/04;2012;Product_2012;129
3387;1165;2179;9;2024/07/16;2179;Product_2179;154
3388;1365;2192;10;2024/05/14;2192;Product_2192;868
3389;1186;2046;6;2025/01/29;2046;Product_2046;619
3390;1375;2087;5;2023/06/14;2087;Product_2087;767
3391;1129;2078;4;2023/10/23;2078;Product_2078;333
3392;1040;2198;1;2023/04/16;2198;Product_2198;554
3393;1114;2012;7;2024/07/07;2012;Product_2012;129
3394;1017;2173;8;2024/08/22;2173;Product_2173;1750
3395;1194;2173;9;2024/09/29;2173;Product_2173;1750
3396;1037;2114;9;2023/10/17;2114;Product_2114;986
3397;1096;2058;2;2023/07/28;2058;Product_2058;1767
3398;1145;2167;4;2024/01/01;2167;Product_2167;61
3399;1338;2177;6;2025/02/05;2177;Product_2177;1766
3400;1237;2153;8;2024/04/11;2153;Product_2153;656
3401;1313;2122;6;2023/01/09;2122;Product_2122;216
3402;1359;2093;10;2023/03/27;2093;Product_2093;915
3403;1338;2056;2;2023/10/01;2056;Product_2056;1158
3404;1224;2048;2;2025/02/19;2048;Product_2048;1270
3405;1122;2089;10;2024/08/05;2089;Product_2089;1466
3406;1344;2082;4;2023/01/26;2082;Product_2082;500
3407;1142;2167;4;2024/11/09;2167;Product_2167;61
3408;1001;2100;5;2024/04/15;2100;Product_2100;1995
3409;1116;2175;3;2024/05/28;2175;Product_2175;44
3410;1115;2175;5;2024/11/18;2175;Product_2175;44
3411;1064;2054;1;2023/03/13;2054;Product_2054;620
3412;1062;2099;2;2023/08/05;2099;Product_2099;1674
3413;1210;2098;10;2024/05/21;2098;Product_2098;1617
3414;1065;2075;8;2024/12/02;2075;Product_2075;667
3415;1087;2162;2;2024/04/22;2162;Product_2162;978
3416;1193;2054;5;2023/09/07;2054;Product_2054;620
3417;1242;2190;2;2023/06/22;2190;Product_2190;1755
3418;1155;2020;5;2023/06/15;2020;Product_2020;311
3419;1148;2157;10;2023/08/24;2157;Product_2157;654
3420;1222;2200;10;2024/02/04;2200;Product_2200;330
3421;1103;2055;10;2025/02/03;2055;Product_2055;834
3422;1328;2061;2;2023/02/25;2061;Product_2061;1595
3423;1370;2160;5;2024/09/12;2160;Product_2160;413
3424;1366;2097;9;2024/10/25;2097;Product_2097;521
3425;1245;2147;8;2024/02/17;2147;Product_2147;1374
3426;1265;2075;2;2023/10/20;2075;Product_2075;667
3427;1099;2055;3;2024/12/09;2055;Product_2055;834
3428;1026;2020;3;2023/03/20;2020;Product_2020;311
3429;1384;2169;6;2024/07/28;2169;Product_2169;430
3430;1121;2040;7;2023/12/03;2040;Product_2040;1257
3431;1359;2079;8;2023/05/12;2079;Product_2079;705
3432;1018;2150;7;2023/05/20;2150;Product_2150;1500
3433;1211;2116;10;2023/07/02;2116;Product_2116;1160
3434;1181;2013;5;2023/09/17;2013;Product_2013;1186
3435;1037;2097;10;2024/02/23;2097;Product_2097;521
3436;1227;2031;8;2025/02/26;2031;Product_2031;693
3437;1233;2107;3;2024/10/10;2107;Product_2107;21
3438;1234;2163;9;2023/11/24;2163;Product_2163;85
3439;1071;2139;1;2023/11/26;2139;Product_2139;720
3440;1044;2120;7;2024/03/05;2120;Product_2120;59
3441;1019;2200;8;2024/04/29;2200;Product_2200;330
3442;1079;2150;8;2023/09/10;2150;Product_2150;1500
3443;1274;2151;7;2024/11/25;2151;Product_2151;418
3444;1208;2048;4;2024/07/06;2048;Product_2048;1270
3445;1263;2117;1;2025/02/11;2117;Product_2117;1427
3446;1151;2001;3;2023/11/11;2001;Product_2001;833
3447;1076;2052;9;2023/10/15;2052;Product_2052;1691
3448;1251;2034;1;2025/02/09;2034;Product_2034;13
3449;1017;2076;3;2024/06/28;2076;Product_2076;861
3450;1029;2114;2;2024/07/08;2114;Product_2114;986
3451;1396;2037;5;2024/11/02;2037;Product_2037;1351
3452;1224;2164;6;2024/12/06;2164;Product_2164;1260
3453;1279;2165;1;2024/09/04;2165;Product_2165;733
3454;1266;2037;9;2024/07/01;2037;Product_2037;1351
3455;1361;2130;5;2023/10/31;2130;Product_2130;1193
3456;1035;2155;2;2025/01/15;2155;Product_2155;1792
3457;1040;2179;6;2023/10/18;2179;Product_2179;154
3458;1034;2074;2;2024/05/05;2074;Product_2074;485
3459;1310;2122;4;2024/08/03;2122;Product_2122;216
3460;1110;2098;9;2024/12/18;2098;Product_2098;1617
3461;1336;2103;5;2024/10/06;2103;Product_2103;1029
3462;1367;2090;2;2024/02/13;2090;Product_2090;1662
3463;1161;2155;2;2023/11/05;2155;Product_2155;1792
3464;1044;2060;9;2024/12/01;2060;Product_2060;103
3465;1246;2093;1;2023/04/21;2093;Product_2093;915
3466;1048;2031;6;2024/10/30;2031;Product_2031;693
3467;1262;2003;8;2025/01/11;2003;Product_2003;1398
3468;1302;2099;3;2024/10/29;2099;Product_2099;1674
3469;1269;2107;4;2023/06/22;2107;Product_2107;21
3470;1006;2072;7;2023/03/09;2072;Product_2072;1042
3471;1385;2052;6;2024/01/15;2052;Product_2052;1691
3472;1197;2056;3;2023/05/31;2056;Product_2056;1158
3473;1132;2049;2;2023/10/05;2049;Product_2049;1904
3474;1278;2002;6;2024/04/24;2002;Product_2002;1558
3475;1328;2160;4;2023/10/25;2160;Product_2160;413
3476;1041;2163;5;2023/09/16;2163;Product_2163;85
3477;1362;2158;5;2024/09/23;2158;Product_2158;1690
3478;1061;2102;7;2023/09/27;2102;Product_2102;252
3479;1218;2020;9;2023/05/11;2020;Product_2020;311
3480;1041;2102;8;2023/01/25;2102;Product_2102;252
3481;1225;2130;2;2024/05/04;2130;Product_2130;1193
3482;1339;2030;9;2024/09/29;2030;Product_2030;225
3483;1116;2081;8;2024/10/08;2081;Product_2081;1421
3484;1229;2187;4;2023/04/11;2187;Product_2187;866
3485;1069;2153;6;2024/05/13;2153;Product_2153;656
3486;1028;2056;3;2024/09/17;2056;Product_2056;1158
3487;1108;2091;6;2023/06/14;2091;Product_2091;563
3488;1127;2024;6;2024/11/14;2024;Product_2024;1290
3489;1043;2087;8;2024/01/15;2087;Product_2087;767
3490;1029;2002;1;2024/09/06;2002;Product_2002;1558
3491;1356;2106;2;2023/03/25;2106;Product_2106;1435
3492;1121;2139;7;2023/08/01;2139;Product_2139;720
3493;1244;2086;2;2024/07/15;2086;Product_2086;1796
3494;1359;2030;8;2025/01/30;2030;Product_2030;225
3495;1182;2093;7;2023/02/11;2093;Product_2093;915
3496;1043;2132;10;2024/02/26;2132;Product_2132;1422
3497;1242;2188;2;2023/02/11;2188;Product_2188;861
3498;1137;2100;10;2024/01/03;2100;Product_2100;1995
3499;1388;2139;3;2023/03/14;2139;Product_2139;720
3500;1251;2118;8;2025/01/26;2118;Product_2118;328
3501;1256;2116;9;2023/09/24;2116;Product_2116;1160
3502;1224;2050;9;2025/02/22;2050;Product_2050;1079
3503;1396;2083;9;2025/02/25;2083;Product_2083;1040
3504;1312;2193;9;2024/04/19;2193;Product_2193;1281
3505;1035;2029;9;2024/10/23;2029;Product_2029;964
3506;1312;2122;7;2024/04/17;2122;Product_2122;216
3507;1193;2105;6;2023/02/06;2105;Product_2105;1284
3508;1162;2132;8;2023/12/22;2132;Product_2132;1422
3509;1216;2081;2;2024/03/06;2081;Product_2081;1421
3510;1030;2170;3;2024/08/20;2170;Product_2170;1145
3511;1027;2096;9;2024/07/30;2096;Product_2096;958
3512;1249;2159;2;2024/09/02;2159;Product_2159;582
3513;1174;2060;5;2024/02/23;2060;Product_2060;103
3514;1237;2061;8;2023/03/22;2061;Product_2061;1595
3515;1267;2098;3;2024/12/27;2098;Product_2098;1617
3516;1170;2043;8;2023/04/17;2043;Product_2043;1947
3517;1130;2172;2;2024/08/26;2172;Product_2172;445
3518;1188;2200;5;2024/12/07;2200;Product_2200;330
3519;1238;2121;5;2023/12/07;2121;Product_2121;397
3520;1363;2196;7;2024/07/05;2196;Product_2196;826
3521;1117;2032;10;2024/03/31;2032;Product_2032;754
3522;1391;2056;5;2023/03/02;2056;Product_2056;1158
3523;1357;2032;7;2024/02/01;2032;Product_2032;754
3524;1156;2137;10;2024/06/18;2137;Product_2137;704
3525;1257;2179;8;2024/07/28;2179;Product_2179;154
3526;1163;2118;7;2025/02/14;2118;Product_2118;328
3527;1022;2121;1;2023/04/27;2121;Product_2121;397
3528;1006;2029;10;2024/07/04;2029;Product_2029;964
3529;1078;2123;9;2023/03/11;2123;Product_2123;1584
3530;1390;2031;7;2023/02/20;2031;Product_2031;693
3531;1256;2099;5;2024/09/18;2099;Product_2099;1674
3532;1259;2019;4;2024/08/25;2019;Product_2019;1548
3533;1111;2021;4;2024/07/24;2021;Product_2021;657
3534;1172;2101;7;2024/10/05;2101;Product_2101;1847
3535;1282;2003;4;2023/02/24;2003;Product_2003;1398
3536;1120;2131;9;2023/05/25;2131;Product_2131;784
3537;1180;2168;3;2024/05/20;2168;Product_2168;1775
3538;1143;2088;2;2023/05/18;2088;Product_2088;201
3539;1162;2140;1;2023/08/20;2140;Product_2140;365
3540;1033;2077;10;2023/09/04;2077;Product_2077;538
3541;1035;2145;7;2024/08/14;2145;Product_2145;1337
3542;1380;2083;8;2024/05/15;2083;Product_2083;1040
3543;1367;2147;10;2023/01/19;2147;Product_2147;1374
3544;1187;2061;8;2025/01/01;2061;Product_2061;1595
3545;1190;2174;3;2024/11/04;2174;Product_2174;244
3546;1280;2074;4;2023/03/04;2074;Product_2074;485
3547;1336;2016;1;2024/11/20;2016;Product_2016;1105
3548;1281;2075;5;2024/10/17;2075;Product_2075;667
3549;1333;2159;7;2023/10/10;2159;Product_2159;582
3550;1041;2020;4;2023/06/27;2020;Product_2020;311
3551;1163;2155;3;2024/05/29;2155;Product_2155;1792
3552;1331;2004;5;2025/02/14;2004;Product_2004;1996
3553;1336;2049;2;2024/08/07;2049;Product_2049;1904
3554;1228;2002;1;2024/12/16;2002;Product_2002;1558
3555;1358;2001;10;2024/10/27;2001;Product_2001;833
3556;1152;2115;8;2024/05/28;2115;Product_2115;1585
3557;1327;2090;9;2023/04/06;2090;Product_2090;1662
3558;1163;2097;10;2024/11/26;2097;Product_2097;521
3559;1076;2105;10;2024/05/27;2105;Product_2105;1284
3560;1059;2184;8;2023/04/03;2184;Product_2184;1565
3561;1061;2111;5;2024/07/23;2111;Product_2111;313
3562;1166;2003;6;2023/04/16;2003;Product_2003;1398
3563;1274;2017;3;2024/09/27;2017;Product_2017;1688
3564;1171;2184;2;2023/11/23;2184;Product_2184;1565
3565;1291;2102;8;2023/06/29;2102;Product_2102;252
3566;1313;2166;7;2024/02/11;2166;Product_2166;1607
3567;1095;2170;10;2023/03/28;2170;Product_2170;1145
3568;1372;2023;10;2024/04/07;2023;Product_2023;1465
3569;1030;2076;1;2024/11/11;2076;Product_2076;861
3570;1056;2098;6;2024/11/08;2098;Product_2098;1617
3571;1155;2121;6;2025/02/05;2121;Product_2121;397
3572;1027;2100;7;2024/10/14;2100;Product_2100;1995
3573;1055;2023;5;2024/05/17;2023;Product_2023;1465
3574;1111;2130;8;2023/08/22;2130;Product_2130;1193
